name,rating,rating_amt,open_hr,delivery_hr,price_scale,seat_amt,check_in,bookmarked,car_park,wi_fi,pet_allows,card_accept,delivery,for_kids,for_group,chang_khlan,chang_moi,chang_phueak,chom_thong,fa_ham,fang,hang_dong,huai_sai,huai_kaew,mae_hia,mae_rim,mae_taeng,mae_on,mueang_chiang_mai,nong_hoi,nong_pa_khrang,pa_daet,san_kamphaeng,san_klang,san_sai,saraphi,sri_phum,suthep,tha_sala,tha_wang_tan,ton_pao,chiang_mai_business_park,nimmanhaemin,san_pa_tong,charoenrat_rd,wiang_bua_rd,ratchaphruek_rd,prapokkloa_rd,rajavithi_rd,chotana_rd,sirimangkalachan_rd,bread,croissant,baguette,pastry,cake,cupcake,muffin,donut,cookie,brownie,pie,pretzel,scone,roll,bun,danish,tart,macaron,cinnamon_roll,cheesecake,biscuit,pain_au_chocolat,pita_bread,quiche,brioche,pita,delicious,fresh,fragrant,soft,inexpensive,good_atmosphere,good_service,affordable,good_quality,good_manner,warm,tasty,authentic,enjoyable,clean,attentive,lovely,beautiful,adorable,worth,recommended,reasonable_price,nice_looking,not_tasty,not_fresh,not_fragrant,tough,expensive,terrible_atmosphere,bad_service,bad_quality,dirty,inattentive,unlovely,ugly,not_cute,not_worth,not_recommend
Kramfeine (ครามเฟอีน),4.1,10,08:00 - 17:00,,1,40,4,17,TRUE,TRUE,TRUE,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474578998,0,0.189831599,0,0.0949158,0.474578998,0.189831599,0,0,0,0.0949158,0.0949158,0,0,0,0,0.284747399,0.379663198,0,0.474578998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เพนกวินวาฟเฟิล สาขาบ่อสร้าง,4.9,14,09:00 - 17:00,09:00 - 17:00,1,N/A,0,0,TRUE,,,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755928946,0.377964473,0.125988158,0.251976315,0,0,0,0,0,0,0,0,0,0,0,0.251976315,0,0,0,0.377964473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ไร่สตรอเบอร์รี่ไผ่สีทอง,3.6,5,08:00 - 17:30,,1,40,3,17,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593390829,0.474712663,0,0,0,0.237356332,0.118678166,0,0,0,0,0,0,0,0,0.356034497,0,0,0,0.474712663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nim Cafe (นิ่มคาเฟ่),4.1,66,09:00 - 17:00,09:30 - 16:30,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894721362,0.13764944,0.229415734,0.06882472,0.022941573,0.091766294,0.13764944,0,0.022941573,0,0,0.045883147,0,0,0,0.160591014,0.091766294,0.06882472,0,0.229415734,0,0,0,0.022941573,0,0,0,0,0,0,0,0,0,0.022941573,0,0,0,0
เตาอุ่น (Bake At Home),4,9,09:00 - 20:00,06:00 - 23:00,1,10,0,0,FALSE,,,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427191,0.149071198,0,0,0,0.149071198,0.298142397,0,0,0,0,0,0,0.149071198,0.149071198,0,0,0.149071198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mihimihi เซ็นทรัลเฟสติวัล เชียงใหม่ ชั้น 4 (หน้า Food Park),4,5,11:00 - 21:30,11:00 - 21:00,2,10,0,0,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All About Coffee Pai เชียงใหม่,4,44,08:00 - 17:00,,2,40,14,179,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667987454,0.089064994,0.378526224,0.111331242,0,0.400792472,0.111331242,0,0,0,0.044532497,0,0,0,0,0.333993727,0.200396236,0.111331242,0,0.222662485,0,0,0,0,0,0,0,0,0,0,0,0.022266248,0,0.022266248,0,0,0,0.022266248
Tomoni Cafe (โทโมนิ),3.4,8,09:00 - 19:00,,1,N/A,0,0,TRUE,,,,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0.5,0.166666667,0,0.166666667,0.333333333,0,0.333333333,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Path,4,2,09:00 - 15:00,09:00 - 16:00,22,N/A,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af Pheromones Cafe.cnx,4,2,08:00 - 17:00,,1,40,0,0,TRUE,TRUE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
หมาใจดำ (Maa jai Dum),3.6,25,09:00 - 18:00,,1,10,19,53,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.228085776,0.152057184,0.076028592,0,0,0.760285921,0.228085776,0,0,0,0,0,0,0.152057184,0,0.456171553,0.076028592,0,0,0.228085776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOKO Boutique Bakery & Store,5,2,09:00 - 17:00,,1,N/A,0,0,TRUE,,,FALSE,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0.577350269,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Box Cafe (แฮปปี้บ็อคคาเฟ่),4.3,23,07:30 - 18:00,,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.80952381,0.095238095,0.142857143,0.095238095,0,0.047619048,0.047619048,0,0,0,0.095238095,0,0,0,0,0.238095238,0,0.476190476,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaiboon (ใจบุญ),4,71,09:30 - 18:00,,1,40,29,498,TRUE,TRUE,TRUE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0.632736811,0.084364908,0.253094724,0.084364908,0,0.548371903,0.168729816,0,0,0,0.084364908,0,0,0,0,0.253094724,0.21091227,0.168729816,0,0.21091227,0,0,0,0.042182454,0,0,0,0,0,0,0,0,0,0.042182454,0,0,0,0
Khobkhun Cafe,3.5,2,08:00 - 18:00,08:30 - 17:30,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thongma Studio Mae Rim Chiangmai,4.1,38,10:00 - 17:30,,2,40,16,420,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.538284617,0.076897802,0.179428206,0.076897802,0.051265202,0.384489012,0.051265202,0,0.025632601,0,0.025632601,0,0,0,0,0.435754213,0.538284617,0.076897802,0,0.153795605,0,0.051265202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาแฟวาวี (Wawee Coffee),3.8,57,07:00 - 19:00,,1,80,37,72,TRUE,TRUE,FALSE,FALSE,,,TRUE,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168696467,0.084348234,0.224928623,0.028116078,0.028116078,0.815366258,0.056232156,0,0,0,0,0.028116078,0,0.084348234,0,0.140580389,0.337392934,0.253044701,0,0.196812545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ปังมาเกย,4.5,9,08:00 - 19:30,08:30 - 19:30,1,40,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525225731,0,0,0.393919299,0.131306433,0.131306433,0,0,0,0,0,0,0,0.262612866,0,0.656532164,0,0,0,0.131306433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131306433,0,0,0,0
บ้านแยมโรล (BAAN YAM ROLL),3.9,80,09:00 - 18:00,09:00 - 18:00,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.590737505,0.284429169,0.262550002,0.109395834,0.021879167,0.153154168,0.065637501,0.021879167,0.065637501,0,0.043758334,0,0,0,0,0.306308336,0.153154168,0.568858338,0,0.109395834,0.021879167,0,0,0,0,0.021879167,0.021879167,0,0,0,0,0,0,0,0,0,0,0
Auntie Anne's (อานตี้ แอนส์),3.6,30,11:00 - 20:00,11:00 - 19:00,2,10,0,0,TRUE,,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0.577350269,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811502671,0,0.27050089,0.180333927,0.090166963,0.090166963,0.27050089,0,0,0.090166963,0,0,0,0,0,0.360667854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090166963,0,0,0,0
REEN Cafe,3.6,4,07:30 - 18:00,,1,40,0,0,TRUE,TRUE,,FALSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473,0,0,0,0,0,0.755928946,0,0,0,0,0,0,0,0,0,0.377964473,0,0,0.377964473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninecool Coffee & Cake (Ninecool Coffee & Cake),4.2,33,08:00 - 18:00,,1,40,0,0,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692150052,0.081429418,0.570005925,0.325717672,0.020357354,0.040714709,0.061072063,0,0.061072063,0,0,0.020357354,0,0.020357354,0,0.122144127,0.020357354,0.061072063,0.040714709,0.223930899,0,0.020357354,0,0,0,0,0,0,0,0,0,0,0,0.040714709,0,0,0,0
Minihana,3.8,4,08:00 - 17:00,,1,N/A,0,0,TRUE,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471404521,0,0,0.23570226,0,0.23570226,0.707106781,0,0,0,0,0,0,0.23570226,0,0.23570226,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebaker cafe,4,5,09:00 - 17:00,08:00 - 17:00,1,10,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mao Coffee (เมา กาแฟ),3.9,248,08:30 - 17:00,,2,80,99,894,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636438213,0.08301368,0.276712266,0.110684907,0,0.608766986,0.110684907,0.027671227,0,0.027671227,0,0.027671227,0,0,0,0.193698587,0.193698587,0.138356133,0,0.138356133,0,0,0.027671227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso Martini CNX (Espresso Martini CNX),4,15,08:00 - 17:00,,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516397779,0.25819889,0.516397779,0,0,0.25819889,0,0,0,0,0,0,0,0,0,0,0.516397779,0,0,0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aster.home.cafe (แอสเทอร์.โฮม.คาเฟ่),5,1,08:00 - 16:00,09:00 - 17:00,1,N/A,0,0,,,,,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774596669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25819889,0.25819889,0.516397779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minimal Coffee Maker,5,1,09:00 - 17:00,,1,N/A,0,0,TRUE,FALSE,,FALSE,,,,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0.40824829,0.40824829,0.40824829,0,0,0,0,0,0,0,0,0,0,0.40824829,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Banyan Riverhouse Cafe & Bistro,3.5,5,07:00 - 23:00,,3,N/A,4,26,TRUE,,,TRUE,,,,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270294951,0.202721214,0.135147476,0,0,0.743311116,0.202721214,0,0,0,0,0,0,0,0,0.337868689,0.337868689,0,0,0.202721214,0,0,0,0,0,0,0,0,0,0.067573738,0,0,0,0,0,0,0,0
Waltz Bakes (วอลทซ์เบ็คส์),3.4,5,09:00 - 17:00,10:30 - 16:30,1,40,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0.577350269,0,0,0,0,0,0.223606798,0,0,0.223606798,0,0.670820393,0.447213595,0,0,0,0,0,0,0,0,0,0,0.447213595,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Café de pu (คาเฟ่เดอปู),3.5,3,09:00 - 17:00,09:00 - 17:00,1,N/A,0,0,,,,,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mai Bakery in garden (ไหมเบเกอร์รี่),3.9,139,08:00 - 17:00,,1,40,60,578,TRUE,,FALSE,FALSE,,TRUE,TRUE,0,0,0.577350269,0,0,0,0,0,0,0,0.577350269,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0.527515388,0.168804924,0.063301847,0.147704309,0,0.61191785,0.337609848,0.021100616,0.021100616,0,0.042201231,0.042201231,0,0.021100616,0.021100616,0.274308002,0.084402462,0.232106771,0,0.18990554,0.021100616,0,0,0,0,0.021100616,0,0,0.021100616,0,0,0,0,0,0,0,0,0
The Great Escake,3.8,10,08:30 - 16:30,,2,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0.4,0.6,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmachong Coffee,4,4,07:30 - 17:30,,1,N/A,0,0,TRUE,TRUE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48507125,0,0.242535625,0,0.242535625,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0.727606875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biguri (บิกุริ),3.7,31,08:00 - 17:30,,1,N/A,12,160,TRUE,,,FALSE,,TRUE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0.533347966,0.177782655,0.23704354,0.651869736,0,0.177782655,0.088891328,0,0,0,0,0,0,0,0,0.266673983,0.059260885,0.23704354,0,0.177782655,0,0,0,0,0,0,0.029630443,0,0,0,0,0,0,0,0,0,0,0
ข้าวเกรียบปากหม้อ by แม่หมีใหญ่,4.2,7,08:00 - 17:00,,1,40,2,3,TRUE,TRUE,,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0.577350269,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595,0,0,0,0.894427191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junjun shop&cafe' (จุนจุน),4.1,48,08:00 - 16:00,,1,40,15,228,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682350667,0.077982933,0.097478667,0.0584872,0.019495733,0.155965867,0.097478667,0.038991467,0.038991467,0,0.136470133,0.097478667,0,0,0,0.272940267,0.0584872,0.604367733,0,0.077982933,0,0,0,0,0,0,0.019495733,0,0,0,0,0,0,0.019495733,0,0,0,0
Cervidae Cafe (เซอรวิเดี่ย คาเฟ่),3.9,34,10:00 - 19:00,,2,40,0,0,TRUE,TRUE,TRUE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296296296,0.074074074,0.185185185,0.074074074,0,0.37037037,0.222222222,0,0,0,0,0,0.037037037,0,0,0.555555556,0.592592593,0.111111111,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0
Butter is Better Bakery & Restaurant (บัตเตอร์ อีส เบตเตอร์),4.1,23,08:00 - 16:30,,2,40,12,106,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0.923514193,0.138527129,0.184702839,0.04617571,0,0.092351419,0.04617571,0,0,0.04617571,0,0,0,0,0,0.230878548,0.04617571,0.04617571,0,0.138527129,0.04617571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22 AQUARIUS GLAMPING Cafe',4,2,08:00 - 18:00,,1,80,0,0,TRUE,TRUE,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816496581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เกษมสโตร์,3.9,16,08:00 - 18:00,,1,0,5,92,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495681597,0.396545278,0.495681597,0.396545278,0,0.099136319,0.099136319,0,0.198272639,0,0,0,0,0.04956816,0,0.247840799,0.148704479,0.099136319,0,0.198272639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANDIN Cafe (ลานดิน คาเฟ่),3.5,41,08:00 - 18:00,,1,40,19,140,TRUE,TRUE,,FALSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114208048,0.114208048,0.152277398,0.038069349,0.038069349,0.799456337,0.190346747,0.038069349,0,0,0,0,0,0,0,0.190346747,0.380693494,0.190346747,0,0.228416096,0,0.038069349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
